,ESTU_GENERO,ESTU_FECHANACIMIENTO,PERIODO,ESTU_CONSECUTIVO,ESTU_PAIS_RESIDE,ESTU_DEPTO_RESIDE,ESTU_COD_RESIDE_DEPTO,ESTU_MCPIO_RESIDE,ESTU_COD_RESIDE_MCPIO,ESTU_ESTADOCIVIL,ESTU_GRADUO_BACHILLER,ESTU_FECHAGRADOBACHILLER,ESTU_MES_TERMINOBACHILLER,ESTU_ANO_TERMINOBACHILLER,ESTU_ANO_EXAMENESTADO_SB11,ESTU_SEMESTRE_EXAMENESTADOSB11,ESTU_PORCENTAJECREDITOSAPROB,ESTU_VALORMATRICULAUNIVERSIDAD,ESTU_PAGOMATRICULABECA,ESTU_PAGOMATRICULACREDITO,ESTU_PAGOMATRICULAPADRES,ESTU_PAGOMATRICULAPROPIO,ESTU_SEMESTRECURSA,ESTU_ULTIMOGRADOAPROBO,ESTU_ANOTERMINOULTIMOGRADO,ESTU_VECESPRESENTOEXAMEN,FAMI_HOGARACTUAL,FAMI_CABEZAFAMILIA,FAMI_NUMPERSONASACARGO,FAMI_EDUCACIONPADRE,FAMI_EDUCACIONMADRE,FAMI_OCUPACIONPADRE,FAMI_OCUPACIONMADRE,FAMI_ESTRATOVIVIENDA,FAMI_NIVEL_SISBEN,FAMI_PERSONASHOGAR,FAMI_CUARTOSHOGAR,FAMI_PISOS_HOGAR,FAMI_TIENEINTERNET,FAMI_TIENE_SERVICIOTV,FAMI_TIENECOMPUTADOR,FAMI_TIENELAVADORA,FAMI_TIENE_MICROONDAS,FAMI_TIENE_HORNO,FAMI_TIENEAUTOMOVIL,FAMI_TIENE_DVD,FAMI_TIENE_NEVERA,FAMI_TIENE_CELULAR,FAMI_TELEFONO,FAMI_INGRESO_FMILIAR_MENSUAL,ESTU_TRABAJA_ACTUALMENTE,ESTU_HORASSEMANATRABAJA,INST_NOMBRE_INSTITUCION,ESTU_PRGM_ACADEMICO,GRUPOREFERENCIA,ESTU_PRGM_CODMUNICIPIO,ESTU_PRGM_MUNICIPIO,ESTU_PRGM_DEPARTAMENTO,ESTU_NIVEL_PRGM_ACADEMICO,ESTU_METODO_PRGM,ESTU_INST_CODMUNICIPIO,ESTU_INST_MUNICIPIO,INST_CARACTER_ACADEMICO,INST_ORIGEN,MOD_RAZONA_CUANTITAT_PUNT,MOD_LECTURA_CRITICA_PUNT,MOD_COMPETEN_CIUDADA_PUNT,MOD_INGLES_PUNT,MOD_INGLES_DESEM,MOD_COMUNI_ESCRITA_PUNT,MOD_COMUNI_ESCRITA_DESEM,ESTU_ANO_EGRESO,ESTU_TOMO_CURSOPREPARACION,ESTU_CURSODOCENTESIES,ESTU_CURSOIESAPOYOEXTERNO,ESTU_CURSOIESEXTERNA,ESTU_SIMULACROTIPOICFES,ESTU_ACTIVIDADREFUERZOAREAS,ESTU_ACTIVIDADREFUERZOGENERIC,TOTAL,COD_DPTO,NOM_DPTO,COD_MPIO,NOM_MPIO,TIPO,LATITUD,LONGITUD,YEAR,ESTU_ETNIA,ESTU_LIMITA_MOTRIZ,ESTU_LIMITA_INVIDENTE,ESTU_LIMITA_SORDOCONINTERPRETE,ESTU_LIMITA_SORDOSININTERPRETE,ESTU_LIMITA_SORDOCEGUERA,ESTU_TIPODOCUMENTOÂ,ESTU_NACIONALIDADÂ,ESTU_GENEROÂ,ESTU_FECHANACIMIENTOÂ,PERIODOÂ,ESTU_CONSECUTIVOÂ,ESTU_ESTUDIANTEÂ,ESTU_PAIS_RESIDEÂ,ESTU_ETNIAÂ,ESTU_LIMITA_MOTRIZÂ,ESTU_LIMITA_INVIDENTEÂ,ESTU_LIMITA_SORDOCONINTERPRETEÂ,ESTU_LIMITA_SORDOSININTERPRETEÂ,ESTU_LIMITA_SORDOCEGUERAÂ,ESTU_DEPTO_RESIDEÂ,ESTU_COD_RESIDE_DEPTOÂ,ESTU_MCPIO_RESIDEÂ,ESTU_COD_RESIDE_MCPIOÂ,ESTU_ESTADOCIVILÂ,ESTU_COLE_TERMINOÂ,ESTU_CODDANE_COLE_TERMINOÂ,ESTU_COD_COLE_MCPIO_TERMINOÂ,ESTU_OTROCOLE_TERMINOÂ,ESTU_TITULOOBTENIDOBACHILLERÂ,ESTU_ANO_EXAMENESTADO_SB11Â,ESTU_SEMESTRE_EXAMENESTADOSB11Â,ESTU_PORCENTAJECREDITOSAPROBÂ,ESTU_VALORMATRICULAUNIVERSIDADÂ,ESTU_PAGOMATRICULABECAÂ,ESTU_PAGOMATRICULACREDITOÂ,ESTU_PAGOMATRICULAPADRESÂ,ESTU_PAGOMATRICULAPROPIOÂ,ESTU_TOMO_CURSOPREPARACIONÂ,ESTU_CURSODOCENTESIESÂ,ESTU_CURSOIESAPOYOEXTERNOÂ,ESTU_CURSOIESEXTERNAÂ,ESTU_SIMULACROTIPOICFESÂ,ESTU_ACTIVIDADREFUERZOAREASÂ,ESTU_ACTIVIDADREFUERZOGENERICÂ,ESTU_TIPODOCUMENTOSB11Â,ESTU_SEMESTRECURSAÂ,FAMI_HOGARACTUALÂ,FAMI_CABEZAFAMILIAÂ,FAMI_NUMPERSONASACARGOÂ,FAMI_EDUCACIONPADREÂ,FAMI_EDUCACIONMADREÂ,FAMI_OCUPACIONPADREÂ,FAMI_OCUPACIONMADREÂ,FAMI_ESTRATOVIVIENDAÂ,FAMI_NIVEL_SISBENÂ,FAMI_PERSONASHOGARÂ,FAMI_CUARTOSHOGARÂ,FAMI_PISOS_HOGARÂ,FAMI_TIENEINTERNETÂ,FAMI_TIENE_SERVICIOTVÂ,FAMI_TIENECOMPUTADORÂ,FAMI_TIENELAVADORAÂ,FAMI_TIENE_MICROONDASÂ,FAMI_TIENE_HORNOÂ,FAMI_TIENEAUTOMOVILÂ,FAMI_TIENE_DVDÂ,FAMI_TIENE_NEVERAÂ,FAMI_TIENE_CELULARÂ,FAMI_TELEFONOÂ,FAMI_INGRESO_FMILIAR_MENSUALÂ,ESTU_TRABAJA_ACTUALMENTEÂ,ESTU_HORASSEMANATRABAJAÂ,INST_COD_INSTITUCIONÂ,INST_NOMBRE_INSTITUCIONÂ,ESTU_PRGM_ACADEMICOÂ,ESTU_SNIES_PRGMACADEMICOÂ,GRUPOREFERENCIAÂ,ESTU_PRGM_CODMUNICIPIOÂ,ESTU_PRGM_MUNICIPIOÂ,ESTU_PRGM_DEPARTAMENTOÂ,ESTU_NIVEL_PRGM_ACADEMICOÂ,ESTU_METODO_PRGMÂ,ESTU_NUCLEO_PREGRADOÂ,ESTU_INST_CODMUNICIPIOÂ,ESTU_INST_MUNICIPIOÂ,ESTU_INST_DEPARTAMENTOÂ,INST_CARACTER_ACADEMICOÂ,INST_ORIGENÂ,ESTU_PRIVADO_LIBERTADÂ,ESTU_COD_MCPIO_PRESENTACIONÂ,ESTU_MCPIO_PRESENTACIONÂ,ESTU_DEPTO_PRESENTACIONÂ,ESTU_COD_DEPTO_PRESENTACIONÂ,MOD_RAZONA_CUANTITAT_PUNTÂ,MOD_LECTURA_CRITICA_PUNTÂ,MOD_COMPETEN_CIUDADA_PUNTÂ,MOD_INGLES_PUNTÂ,MOD_INGLES_DESEMÂ,MOD_COMUNI_ESCRITA_PUNTÂ,MOD_COMUNI_ESCRITA_DESEMÂ
43,F,17/08/1992,20133.0,EK201330056959,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2008.0,Segundo semestre,Más del 90%,Más de 5 millones,,,Si,,10,,,,Es habitual o permanente,No,Ninguna,Postgrado,Postgrado,Profesional independiente,Directivo,Estrato 3,No está clasificada por el SISBEN,Tres,Tres,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 7 y menos de 10 SMLV,"Si, para adquirir experiencia y/o recursos para sus gastos personales",Nueve,COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO-BOGOTÁ D.C.,JURISPRUDENCIA,DERECHO,11001.0,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001.0,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,12.7,12.7,12.8,15.0,B+,12.2,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.4,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,F,27/09/1989,20133.0,EK201330098354,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2008.0,Primer semestre,Entre el 81% y el 90%,Más de 5 millones,,,Si,,07,,,,Es habitual o permanente,No,Ninguna,Educación profesional completa,Educación profesional completa,Director o Gerente General,Profesional independiente,Estrato 6,No está clasificada por el SISBEN,Cuatro,Tres,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,10 o más SMLV,No,,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,ECONOMIA,ECONOMIA,11001.0,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001.0,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,14.5,12.2,12.9,15.0,B+,11.8,6.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.4,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,M,08/05/1991,20133.0,EK201330046811,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2008.0,Segundo semestre,Más del 90%,Más de 5 millones,,,Si,,10,,,,Es habitual o permanente,No,Ninguna,Educación profesional completa,Postgrado,Empleado de nivel técnico o profesional,Trabajador por cuenta propia,Estrato 5,No está clasificada por el SISBEN,Dos,Dos,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 2 y menos de 3 SMLV,No,,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,DERECHO,DERECHO,11001.0,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001.0,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,13.6,12.0,12.8,15.0,B+,12.0,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.4,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,M,28/11/1989,20133.0,EK201330049428,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,2008.0,2008.0,Primer semestre,Más del 90%,Más de 5 millones,No,No,Si,No,10,,,,Es habitual o permanente,No,Ninguna,Educación profesional completa,Educación profesional completa,Profesional independiente,Hogar,Estrato 6,No está clasificada por el SISBEN,Cinco,Cuatro,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,10 o más SMLV,"Si, para adquirir experiencia y/o recursos para sus gastos personales",Veinte,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,MATEMATICAS,CIENCIAS NATURALES Y EXACTAS,11001.0,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001.0,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,14.5,11.0,12.8,15.0,B+,12.1,7.0,,,,,,,,,72.39999999999999,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,M,15/11/1988,20131.0,EK201310025937,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2006.0,Segundo semestre,Más del 90%,Entre 1 millón y menos de 3 millones,No,No,Si,No,12 o más,,,,Es habitual o permanente,No,Ninguna,Postgrado,Postgrado,Pequeño empresario,Pequeño empresario,Estrato 4,No está clasificada por el SISBEN,Cinco,Cuatro,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,10 o más SMLV,No,,UNIVERSIDAD NACIONAL DE COLOMBIA-BOGOTÁ D.C.,INGENIERIA MECATRONICA,INGENIERÍA,11001.0,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001.0,BOGOTÁ D.C.,UNIVERSIDAD,OFICIAL NACIONAL,13.4,11.7,13.7,14.4,B+,12.1,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.3,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,M,03/10/1989,20133.0,EK201330047154,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,2006.0,2006.0,Segundo semestre,Más del 90%,Menos de 500 mil,No,No,Si,No,11,,,Una Vez,Es habitual o permanente,No,Ninguna,Educación profesional completa,Secundaria (Bachillerato) completa,Profesional independiente,Trabajador por cuenta propia,Estrato 3,No está clasificada por el SISBEN,Cuatro,Tres,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,No,No,Si,Si,Si,Si,Entre 3 y menos de 5 SMLV,No,,UNIVERSIDAD NACIONAL DE COLOMBIA-BOGOTÁ D.C.,CONTADURIA PUBLICA,CONTADURÍA Y AFINES,11001.0,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001.0,BOGOTÁ D.C.,UNIVERSIDAD,OFICIAL NACIONAL,13.7,12.0,12.6,14.5,B+,12.5,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.3,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,M,30/10/1990,20131.0,EK201310032436,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2007.0,Segundo semestre,Más del 90%,Más de 5 millones,Si,,Si,,09,,,,Es habitual o permanente,No,Ninguna,Postgrado,Educación profesional completa,Empresario,Empresario,Estrato 4,No está clasificada por el SISBEN,Cuatro,Tres,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,10 o más SMLV,No,,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,INGENIERIA MECANICA,INGENIERÍA,11001.0,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001.0,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,14.0,12.4,13.7,14.4,B+,11.8,6.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.3,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,F,30/01/1993,20133.0,EK201330050388,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2009.0,Segundo semestre,Entre el 81% y el 90%,Más de 5 millones,Si,,Si,,08,,,,Es temporal por razones de estudio u otra razón,No,Ninguna,Educación profesional completa,Educación profesional completa,Profesional independiente,Hogar,Estrato 5,No está clasificada por el SISBEN,Cinco,Cuatro,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,10 o más SMLV,No,,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,MICROBIOLOGIA,CIENCIAS NATURALES Y EXACTAS,11001.0,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001.0,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,14.5,11.4,11.9,15.0,B+,12.4,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.2,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,M,03/11/1991,20133.0,EK201330084205,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2008.0,Segundo semestre,Entre el 81% y el 90%,Más de 5 millones,No,No,Si,No,08,,,,Es habitual o permanente,No,Ninguna,Postgrado,Postgrado,Pensionado,Pensionado,Estrato 5,No está clasificada por el SISBEN,Tres,Tres,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,Entre 7 y menos de 10 SMLV,No,,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,INGENIERIA INDUSTRIAL,INGENIERÍA,11001.0,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001.0,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,14.5,12.7,11.0,15.0,B+,12.0,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.2,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,F,11/02/1993,20133.0,EK201330074485,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2009.0,Primer semestre,Menos del 75%,Entre 500 mil y menos de 1 millón,No,No,Si,Si,07,,,,Es temporal por razones de estudio u otra razón,No,Ninguna,Técnica o tecnológica incompleta,Técnica o tecnológica incompleta,Empleado de nivel técnico o profesional,Otra actividad u ocupación,Estrato 2,No está clasificada por el SISBEN,Seis,Cuatro,"Madera burda, tabla, tablón",No,No,Si,No,No,No,No,Si,Si,Si,Si,Entre 1 y menos de 2 SMLV,No,,UNIVERSIDAD NACIONAL DE COLOMBIA-BOGOTÁ D.C.,CIENCIA POLITICA,CIENCIAS SOCIALES,11001.0,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001.0,BOGOTÁ D.C.,UNIVERSIDAD,OFICIAL NACIONAL,11.3,13.2,13.8,14.5,B+,12.4,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.2,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,M,09/12/1991,20133.0,EK201330046104,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2009.0,Primer semestre,Entre el 76% y el 80%,Más de 5 millones,,Si,Si,,09,,,,Es habitual o permanente,No,Ninguna,Educación profesional incompleta,Técnica o tecnológica completa,Pensionado,Profesional independiente,Estrato 4,No está clasificada por el SISBEN,Tres,Dos,"Mármol, madera pulida, alfombra, tapete pared a pared",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Entre 7 y menos de 10 SMLV,No,,UNIVERSIDAD EXTERNADO DE COLOMBIA-BOGOTÁ D.C.,FINANZAS Y RELACIONES INTERNACIONALES,ADMINISTRACIÓN Y AFINES,11001.0,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001.0,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - FUNDACIÓN,16.0,11.3,14.0,15.0,B+,10.9,5.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.2,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,M,05/05/1988,20133.0,EK201330057153,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2003.0,Segundo semestre,Entre el 81% y el 90%,Menos de 500 mil,No,No,Si,No,10,,,,Es temporal por razones de estudio u otra razón,No,Ninguna,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,Pequeño empresario,Hogar,Estrato 2,Nivel 2,Cinco,Dos,"Madera pulida, baldosa, tableta, mármol, alfombra",No,Si,No,Si,No,No,No,Si,Si,Si,No,Entre 1 y menos de 2 SMLV,No,,UNIVERSIDAD NACIONAL DE COLOMBIA-BOGOTÁ D.C.,INGENIERIA INDUSTRIAL,INGENIERÍA,11001.0,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001.0,BOGOTÁ D.C.,UNIVERSIDAD,OFICIAL NACIONAL,15.9,12.6,12.1,14.4,B+,11.2,6.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.2,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,M,18/02/1991,20133.0,EK201330042917,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2009.0,Primer semestre,Entre el 81% y el 90%,Entre 3 millones y menos de 5 millones,,,Si,,09,,,,Es habitual o permanente,No,Ninguna,Postgrado,Educación profesional completa,Profesional independiente,Directivo,Estrato 5,No está clasificada por el SISBEN,Tres,Tres,"Madera burda, tabla, tablón",Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,10 o más SMLV,No,,UNIVERSIDAD NACIONAL DE COLOMBIA-BOGOTÁ D.C.,INGENIERIA ELECTRONICA,INGENIERÍA,11001.0,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001.0,BOGOTÁ D.C.,UNIVERSIDAD,OFICIAL NACIONAL,16.0,11.9,11.3,13.9,B+,12.1,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.2,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,M,25/10/1988,20131.0,EK201310047558,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,Si,,Noviembre,2004.0,2010.0,Primer semestre,Entre el 81% y el 90%,Menos de 500 mil,No,No,Si,No,06,,,,Es habitual o permanente,No,Ninguna,Primaria incompleta,Secundaria (Bachillerato) incompleta,Pensionado,Pensionado,Estrato 3,Nivel 3,Cuatro,Dos,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,Si,Si,Si,No,Si,Si,No,Si,Si,Si,Entre 2 y menos de 3 SMLV,No,,"UNIVERSIDAD DISTRITAL""FRANCISCO JOSE DE CALDAS""-BOGOTÁ D.C.",TECNOLOGIA MECANICA,"TECNOLOGICO EN INGENIERÍA, INDUSTRIA Y MINAS",11001.0,BOGOTÁ D.C.,BOGOTA,TECNOLOGÍA,PRESENCIAL,11001.0,BOGOTÁ D.C.,UNIVERSIDAD,OFICIAL MUNICIPAL,15.5,12.9,13.4,14.4,B+,11.0,5.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.19999999999999,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,M,28/08/1986,20131.0,EK201310029831,COLOMBIA,BOGOTA,11.0,BOGOTÁ D.C.,11001.0,Soltero,,,,,2003.0,Segundo semestre,Más del 90%,Más de 5 millones,No,No,Si,No,12 o más,,,,Es temporal por razones de estudio u otra razón,No,Ninguna,Educación profesional completa,Educación profesional completa,Directivo,Hogar,Estrato 4,No está clasificada por el SISBEN,Dos,Dos,"Madera pulida, baldosa, tableta, mármol, alfombra",Si,No,Si,Si,No,Si,No,Si,Si,Si,Si,Entre 3 y menos de 5 SMLV,No,,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,INGENIERIA ELECTRONICA,INGENIERÍA,11001.0,BOGOTÁ D.C.,BOGOTA,UNIVERSITARIO,PRESENCIAL,11001.0,BOGOTÁ D.C.,UNIVERSIDAD,NO OFICIAL - CORPORACIÓN,13.0,11.7,13.7,14.4,B+,12.3,7.0,,No,No tomó Curso,No tomó Curso,No tomó curso,No,No,No,72.1,11,"BOGOTÁ, D.C.",11001,"BOGOTÁ, D.C.",Municipio,"4,316107698","-74,1810727",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
